COSMIC_ID,123138,123829,150412,5-Fluorouracil,5-azacytidine,50869,615590,630600,667880,720427,729189,741909,743380,765771,776928,A-366,ABT737,AGI-5198,AGI-6780,AGK2,AMG-319,AT13148,AZ6102,AZ960,AZD1208,AZD1332,AZD2014,AZD3759,AZD4547,AZD5153,AZD5363,AZD5438,AZD5582,AZD5991,AZD6482,AZD6738,AZD7762,AZD8055,AZD8186,Acetalax,Afatinib,Afuresertib,Alisertib,Alpelisib,Avagacestat,Axitinib,BDF00022089a,BDILV000379a,BDOCA000347a,BDP-00009066,BEN,BI-2536,BIBR-1532,BMS-345541,BMS-536924,BMS-754807,BPD-00008900,BX795,Bicalutamide,Bleomycin,Bleomycin (50 uM),Bortezomib,Bosutinib,Bromosporine,Buparlisib,CCT-018159,CCT007093,CDK9_5038,CDK9_5576,CHIR-99021,CPI-637,CT7033-2,CZC24832,Camptothecin,Cediranib,Cisplatin,Crizotinib,Cyclophosphamide,Cytarabine,Dabrafenib,Dacarbazine,Dactinomycin,Dactolisib,Daporinad,Dasatinib,Dihydrorotenone,Dinaciclib,Docetaxel,Doramapimod,EHT-1864,EPZ004777,EPZ5676,ERK_2440,ERK_6604,Eg5_9814,Elephantin,Elesclomol,Entinostat,Entospletinib,Epirubicin,Erlotinib,Fludarabine,Foretinib,Fulvestrant,GDC0810,GNE-317,GSK-LSD1,GSK-LSD1-2HCl ,GSK1904529A,GSK2110183B,GSK2256098C,GSK2276186C,GSK2578215A,GSK2606414,GSK269962A,GSK2801,GSK2830371,GSK2830371A,GSK3337463A,GSK343,GSK591,GSK626616AC,GW441756,Gallibiscoquinazole,Gefitinib,Gemcitabine,HKMTI-1-005,I-BET-762,I-BRD9,IAP_5620,ICL-SIRT078,IGF1R_3801,IOX2,IRAK4_4710,IWP-2,Ibrutinib,Ipatasertib,Irinotecan,JAK1_8709,JAK_8517,JNK Inhibitor VIII,JQ1,KRAS (G12C) Inhibitor-12,KU-55933,L-Oxonoreleagnine,LCL161,LGK974,LJI308,LMB_AB1,LMB_AB2,LMB_AB3,LMP744,LY2109761,Lapatinib,Leflunomide,Lenalidomide,Lestaurtinib,Linsitinib,Luminespib,MG-132,MIM1,MIRA-1,MK-1775,MK-2206,MK-8776,ML323,MN-64,Methotrexate,Mirin,Mitoxantrone,Motesanib,Mycophenolic acid,N-acetyl cysteine,N25720-51-A1,N27922-53-1,N29087-69-1,N30652-18-1,NU7441,NVP-ADW742,Navitoclax,Nelarabine,Nilotinib,Niraparib,Nutlin-3a (-),OF-1,OSI-027,OTX015,Obatoclax Mesylate,Olaparib,Osimertinib,Oxaliplatin,P22077,PAK_5339,PBD-288,PCI-34051,PD0325901,PD173074,PF-4708671,PFI-1,PFI3,PLX-4720,POMHEX,PRIMA-1MET,PRT062607,Paclitaxel,Palbociclib,Pevonedistat,Picolinici-acid,Pictilisib,Piperlongumine,Podophyllotoxin bromide,Pyridostatin,RO-3306,RVX-208,Rapamycin,Refametinib,Remodelin,Ribociclib,Romidepsin,Rucaparib,Ruxolitinib,SB216763,SB505124,SB590885,SCH772984,SGC-CBP30,SGC0946,SL0101,SN-38,Sabutoclax,Sapitinib,Savolitinib,Schweinfurthin A,Selumetinib,Sepantronium bromide,Serdemetan,Sinularin,Sorafenib,Staurosporine,TAF1_5496,THR-101,THR-102,THR-103,TW 37,Talazoparib,Tamoxifen,Tanespimycin,Taselisib,Telomerase Inhibitor IX,Temozolomide,Temsirolimus,Teniposide,Topotecan,Tozasertib,Trametinib,Tretinoin,ULK1_4989,UMI-77,UNC0379,UNC0638,Ulixertinib,Uprosertib,VE-822,VE821,VSP34_8731,VTP-A,VTP-B,VX-11e,Veliparib,Venetoclax,Vinblastine,Vinorelbine,Vismodegib,Vorinostat,WEHI-539,WIKI4,WZ4003,Wee1 Inhibitor,Wnt-C59,XAV939,YK-4-279,ZM447439,Zoledronate,alpha-lipoic acid,ascorbate (vitamin C),glutathione
749709,1.755218,2.762011,3.299559,5.369619,3.65793,0.696795,3.291575,1.95369,1.020161,2.088435,3.965466,-1.661664,-1.299043,3.275793,5.697714,4.664638,2.078508,3.830826,4.507797,3.094538,5.181413,2.158616,3.026601,3.433339,5.363916,5.362588,2.860422,2.010316,2.104033,4.330048,1.538982,0.910646,-1.043861,-3.012473,2.78124,2.615441,-0.406419,-0.269998,3.178883,-0.7876835,1.898932,1.62976,4.215172,1.479471,4.034736,3.340908,4.568793,4.131761,0.04995,1.76336,2.279222,2.621919,4.799562,2.913286,3.475058,3.824471,4.137252,,,2.519732,4.401206,-5.489881,3.751641,3.700285,0.674936,,4.735904,-3.718823,-2.108129,,5.318417,1.681888,5.367959,0.317741,2.882259,5.058439,3.624057,5.210951,4.067441,6.072165,5.911627,-3.1649494999999996,-0.545922,,3.136736,-4.518347,-4.378396,-4.452593500000001,4.739688,2.554595,5.25073,5.846183,3.306037,4.597466,-4.749639,3.143002,,1.993885,3.142252,1.032167,2.407354,1.469212,1.858247,4.015271,4.893041,0.112805,1.404114,2.552419,4.264226,0.296546,3.673941,4.664567,5.046772,2.086271,2.778645,5.316764,4.994608,5.06573,5.16901,3.434771,4.069313,0.63208,3.147275,-0.007557,3.474826,5.125255,4.85529,3.998124,5.685651,2.323982,4.422466,2.421993,,4.073895,3.05683,2.094854,2.404853,5.374889,5.294135,2.986437,4.410318,5.262177,3.353516,4.415059,3.120117,5.331386,2.656543,5.291701,5.111701,5.339382,5.305906,-0.207713,5.353721,1.747652,5.013103,5.353646,3.675039,4.552726,-0.318758,-1.130402,3.835652,5.524208,1.618196,2.197108,4.593851,2.714422,3.540281,-2.157521,4.804638,1.187779,5.367959,2.683535,9.988558,5.606037,5.162046,5.70179,5.45997,3.497583,3.505118,3.653723,5.107795,3.083048,5.330354,5.163317,0.868503,2.131326,5.367581,2.236919,4.017502,1.138898,5.876646,4.825926,3.098148,0.886208,5.126774,2.146865,4.702194,3.102729,5.320055,5.367696,3.830428,2.402711,6.462639,5.088995,-3.171179,5.06404,-2.105947,5.261644,0.82092,,-2.207595,4.292972,4.013818,5.293309,-3.014842,2.682754,3.166048,4.409097,-5.812529,3.802037,4.827321,5.254734,,3.694656,3.257195,4.658414,2.004202,,-1.81669,-1.565117,2.5282,1.689999,-2.378115,4.0049795,-3.924872,3.996208,2.605749,2.393563,-1.893346,-0.773872,4.007106,3.631874,3.953587,,4.46921,3.436906,-0.256463,-1.266504,2.405139,7.198427,1.78794,-1.413419,-1.496414,4.155691,0.952198,,-0.541787,3.841984,4.417928,4.066503,3.30646,1.5966924999999998,4.214165,5.013179,2.216379,1.799311,2.396566,2.518527,4.998414,1.971214,-3.053046,-4.083444,5.207742,3.086371,2.622682,2.947551,5.367959,2.646122,1.908258,5.269125,2.434954,2.630159,3.682858,7.791898,9.321299,8.945197
749710,3.675363,3.606691,3.486534,5.096717,5.262859,4.784565,4.562025,3.124875,0.997938,4.764869,4.906543,2.519754,1.603884,4.038186,3.03823,4.057424,1.405736,4.663791,5.777448,4.782642,4.838595,4.469186,2.781813,4.132126,6.132839,5.423674,2.230683,1.860551,3.470668,5.165138,3.528813,3.875556,1.767357,6.014813,4.139151,0.803426,-1.587209,2.80203,2.088731,3.6995430000000002,1.775734,3.068822,3.052149,2.829319,4.845149,3.457817,5.315984,5.382227,3.260301,2.885259,7.27923,-0.534733,5.296393,5.15474,0.775187,3.184356,4.682949,,,4.330635,5.26755,-4.185796,2.710687,4.309393,0.572102,,5.854128,-0.690097,1.610151,,6.071622,1.924171,6.061927,0.636184,3.346963,5.730019,2.819097,5.568806,3.79686,5.728925,5.655987,-2.3591105,-2.696021,,0.84949,2.504336,-2.473661,-2.3898715,6.387908,4.244656,5.628404,6.257002,2.651329,2.75495,-3.187634,4.069601,,1.590242,4.086223,1.390366,2.023396,5.7704,1.293701,4.495501,5.495836,0.013361,2.566371,3.064813,5.41619,3.343978,4.850897,5.347392,5.026951,5.299886,4.880546,5.598889,6.165825,5.78206,6.124451,4.118291,5.769533,0.085912,4.511033,3.499085,2.834286,3.097728,4.827531,5.440917,6.211017,4.866552,4.721847,1.688132,,5.100905,3.421361,3.831251,2.996109,3.643853,4.113428,2.958299,5.552923,3.122555,4.283869,4.88979,4.567069,5.649204,4.388265,5.068863,5.975525,5.457647,4.021152,0.693142,5.671265,2.022557,5.147339,5.041295,1.76104,3.331907,-2.051594,-0.791577,3.549629,6.634596,0.732066,3.572518,3.387743,5.816952,5.072188,1.733373,5.469438,0.157373,6.180618,5.396934,10.925902,4.996912,6.481399,6.752089,6.647494,3.066231,1.515028,1.592965,6.773508,4.039349,5.762027,6.147513,5.075258,2.713652,5.983561,1.997846,5.307956,1.047639,5.9575914999999995,4.277148,3.245553,2.509904,5.357204,0.615394,4.791686,4.412801,4.344531,6.146646,4.456959,2.719221,5.272352,3.288609,-2.668328,4.762933,4.853539,5.778125,0.862261,,2.472231,3.25651,3.850293,6.103543,-2.20423,1.26712,5.043722,3.6681,-4.707551,5.06173,6.038571,6.544544,,5.480941,2.409386,4.800202,2.943192,,-0.769757,1.240855,2.116336,2.671761,3.137863,3.382165,-2.343807,4.523662,4.890038,4.503055,-2.082555,4.866157,4.817371,5.740707,5.104303,,3.797879,3.518563,1.031168,1.73702,1.340521,7.77355,1.889226,2.671403,0.831937,3.207134,-0.270475,,2.911563,2.535129,4.344529,,2.3289865,4.0056075,-0.012102,2.006569,2.559931,3.617782,3.707118,4.071066,5.860684,3.910819,1.341923,-0.693283,6.1645,1.643312,1.311259,2.148649,5.401738,1.669659,5.633785,3.821499,2.921926,3.208151,4.57118,7.836442,10.19135,10.077763
749711,2.876272,2.35766,1.178641,6.868742,1.557219,0.948634,4.161363,4.139913,0.965272,4.152952,4.132175,3.022472,2.79411,3.160738,3.999656,5.159017,2.637467,4.202719,5.352786,3.040556,5.350632,2.005801,3.354732,-0.564939,5.367306,5.317328,3.972082,2.710402,1.166208,2.308804,3.616366,0.793952,2.105786,-1.845805,5.481623,3.923528,1.532497,3.025913,2.96369,1.754185,2.114233,3.023507,,4.542536,4.567739,2.828514,4.670246,4.646979,3.161143,2.304066,4.393655,2.636572,4.525543,2.108436,4.177813,0.203841,4.632902,,,2.985206,3.593753,-5.860885,3.757868,3.730315,1.717053,,4.209727,-4.37102,-1.668333,,5.355292,0.682793,5.361608,1.235544,3.870021,4.071584,2.360656,4.741479,3.31885,4.236248,6.012538,-2.9327125,1.49344,,4.075631,-2.734054,-4.27563,-4.6521435,4.089929,2.008383,5.410855,5.111821,3.866666,4.160236,-4.911095,4.866287,,2.70881,5.360877,2.621718,2.476346,6.0594,0.286364,4.33736,4.243549,2.706979,3.046197,1.999001,3.583282,2.86463,2.727243,3.128803,4.726067,5.367122,4.006759,5.330372,5.358434,3.362298,4.069375,3.887932,5.322236,0.559335,1.73671,2.960754,3.523144,6.210735,4.624795,5.357921,4.447934,3.550773,3.949592,-1.098455,,5.083358,2.725405,3.754411,3.47085,5.236195,3.876793,1.128715,3.309986,2.157414,2.575671,4.992838,3.918841,4.689865,3.503688,5.036825,3.364254,3.675772,2.640028,3.373965,3.579851,5.222466,4.456751,5.355775,-0.601342,3.393629,1.813268,-1.751846,3.976823,4.979756,1.677522,2.863701,4.674159,3.884616,1.678358,-2.548694,4.143531,1.241561,5.302509,5.344051,8.897249,3.045969,3.661835,4.863552,4.524957,4.095979,4.08754,3.630356,6.041627,4.134595,4.111781,4.546793,1.869131,3.093996,2.451743,0.962418,4.459187,1.838643,3.286862,4.049606,1.602853,-2.162262,5.358443,2.533766,4.422906,4.305611,4.959393,5.365881,5.610565,-0.29735,4.491654,5.354788,-4.759459,4.286114,2.672691,5.338404,1.869886,,-1.196864,4.471157,5.103173,5.34898,-1.175228,2.54002,4.323504,4.111292,-3.826257,3.670822,3.218586,5.023819,,4.674159,5.035281,4.641601,0.972543,,-2.419624,-1.810142,4.510539,0.932148,1.626666,4.3350645,-2.640528,3.947292,3.648667,2.293704,-1.991561,2.69677,5.2971,5.24773,4.460523,,5.28552,3.573429,1.123659,3.116703,1.856745,6.789027,3.018373,2.371924,4.157331,2.72312,2.22248,,0.234874,1.682076,4.036344,4.674159,3.6207905,5.0610575,4.085457,5.326307,1.825591,1.857347,2.885109,3.358119,5.127432,2.270133,0.231497,-5.633233,5.193517,2.691067,3.721481,3.295291,5.364279,4.234644,5.111045,2.470544,3.530328,1.914155,3.733772,6.734631,10.654805,8.657174
749712,,,,6.095529,2.816335,,,,,,,,,,,5.670003,3.289987,4.218233,,3.339656,2.94903,2.760698,3.768781,,,,,3.126607,0.415417,,1.718502,,,,1.89831,0.931853,-2.324049,-0.32959,1.625134,,1.93851,0.717691,3.052981,3.551493,3.243451,2.173991,,,,1.720281,,0.776301,5.068422,,1.541267,2.034153,3.721487,,,,1.388032,-4.833731,2.13869,,0.47312,,5.216285,,,,4.801504,0.92871,,-2.255899,0.868407,2.913907,2.482619,5.450775,3.466585,5.672324,,-4.046036,-1.365161,1.438387,0.868383,,,-4.257112,5.467036,3.317688,4.890547,5.823964,,,,,,2.324273,,1.313756,3.142511,,0.670516,2.811052,5.794724,1.101631,,3.023037,3.320933,,,,5.799196,,2.241924,,4.908895,,,2.604387,4.115162,,3.96984,,3.863867,4.440612,2.088286,,4.742991,,2.406496,,,,,,1.670712,2.570996,,,5.70183,3.740166,,3.940535,,,4.080102,6.027566,,,,,,2.143519,,5.203251,-1.049609,4.053586,-0.705369,-0.216439,4.391404,6.163809,0.142572,1.302857,0.44111,,,2.419155,,,5.927637,4.891222,10.169414,4.455995,5.168223,4.988038,4.491553,2.46617,1.93565,3.427354,,2.618838,,4.874813,,1.82513,,0.54038,3.496354,2.607309,5.555438,5.820807,,-0.559375,,2.983015,1.751951,3.188334,5.024588,,4.233466,2.224596,,,-2.801269,3.414036,3.130747,,0.470381,,,3.884917,2.765022,,-2.29373,2.899858,,3.230498,,3.663062,,6.172567,,3.792703,3.155901,,1.651773,,-4.219758,,4.193574,3.267394,,4.463583,-2.284838,3.262678,,2.464436,-4.266581,,4.036398,3.909104,3.086344,1.828938,2.474944,2.469783,1.131549,2.067317,1.114327,7.420396,0.919129,,,2.021532,1.301184,,,4.13296,2.654539,3.581053,2.590204,1.486738,,2.468605,,3.180391,2.736761,3.103854,4.077782,2.663474,-5.103655,-3.374768,4.392404,2.757951,5.093445,3.420648,,0.833735,,,2.488233,2.214195,,7.72126,10.672042,8.31685
749713,,,,5.304199,,,,,,,,,,,,,5.094403,5.414939,5.021789,2.769572,5.445247,3.639387,2.813358,1.500282,,,,3.042849,3.451291,,2.658548,,1.815553,,3.554243,0.68235,-1.253888,0.415135,4.360387,,2.42362,1.765955,3.404177,1.940398,5.993906,3.280754,,,,,,-4.236904,4.954744,2.18888,3.619175,1.80683,,3.799146,5.043039,,,-4.680204,3.530742,,0.786282,5.330356,5.001907,,,4.324259,,,6.07259,-3.247021,2.265789,2.378795,2.134351,4.848167,,6.680931,,-5.473199,-1.100607,-4.55806,3.748441,,-1.594749,-3.618968,4.463617,5.182403,5.730931,5.716103,,,,,-2.148777,-0.32945,2.79852,-1.082021,5.092315,,1.35409,3.606224,5.906208,1.131563,,,5.084032,,,,6.029934,5.33652,3.093447,,,,,3.3544609999999997,2.544811,,4.346377,,4.39206,-3.17331,3.613673,1.3849,4.503913,,3.52488,,2.209863,,3.724238,2.219468,3.618791,1.585604,,,4.492666,1.483103,4.830507,5.475911,,5.482661,6.012511,5.563708,,,,,4.34939,2.611356,5.014848,5.848862,1.860501,1.695335,-2.331642,-0.911931,,2.361603,-0.372657,2.246822,0.868241,4.748907,4.012335,2.946795,4.592084,,6.001057,,,,,,,3.30595,3.280548,2.808999,,3.678592,3.39174,5.163124,4.237274,2.196745,0.849153,,4.608563,1.962365,2.666273,3.106463,,,2.504546,5.101781,4.706374,4.461369,3.729388,6.001342,4.042196,,3.5294,2.552966,-3.198342,4.469876,1.082237,6.001503,0.623402,2.659155,,3.34507,3.855853,5.629881,0.071233,5.918632,,5.566216,,5.300626,4.900582,5.308089,5.793501,5.380289,5.81992,,2.545612,6.004729,-3.78724,-1.202427,3.292514,3.637333,,5.729257,-6.660181,6.073943,,2.684625,-3.294888,,,,,,2.405342,4.995554,1.233761,1.455865,-0.467476,7.328043,3.619558,,,2.770638,3.86801,6.076944,,,,,4.1751380000000005,1.944039,2.716891,3.604352,,,,4.135625,5.821683,3.387655,,-5.178073,5.662838,0.095137,4.928955,4.247062,5.550418,0.430572,3.445244,3.265188,2.059894,3.196676,,,,
749714,4.108841,4.815115,4.31807,5.655102,4.495199,4.935559,4.272475,4.439371,2.241808,5.146742,5.206239,2.283074,3.58819,5.1173,2.661693,6.100327,1.825405,4.485785,3.848366,3.288776,5.742763,6.105487,2.743844,4.57603,5.4555,5.7512,2.674733,2.898591,3.153397,5.62057,3.384742,4.24488,2.272423,4.029461,3.49043,2.994835,0.009281,0.525661,2.838189,5.7554245,2.363037,2.480895,3.298449,4.15734,4.92736,4.628911,4.377895,4.310627,3.05094,4.209461,6.873503,1.248989,5.549452,4.083422,2.799183,5.304505,5.814082,,,4.801989,5.036949,-5.701947,3.105644,2.66575,2.209999,,6.506084,2.546633,3.760891,,6.362909,4.183883,4.571974,0.134454,2.000757,4.891263,3.775357,6.261005,5.053111,6.534066,5.599429,-1.9764140000000001,0.462962,,1.715269,2.696371,1.363379,0.5508645000000001,4.861435,4.22238,6.107089,6.302671,5.573491,5.505726,1.06818,5.796933,,2.958665,4.253616,0.936018,2.294308,7.104574,1.741557,5.132078,5.021856,1.695796,2.511202,3.622559,5.024464,2.407414,4.721279,5.682317,6.70813,5.830336,3.947491,4.978283,6.259508,4.371576,5.188572,4.037669,5.841791,0.942406,3.00714,4.08816,2.881843,5.416927,3.902081,5.115867,5.741385,5.975737,4.466842,3.07054,,6.095458,3.610958,3.793172,3.042205,5.189397,5.610046,5.323415,5.928066,3.547348,4.009741,4.77683,5.139822,5.768918,3.901665,5.94141,5.447064,5.717649,4.391621,2.501168,4.860999,2.616738,5.859898,6.147458,1.152768,5.68862,-2.16457,-1.646247,3.845662,6.50998,2.146664,2.705773,1.971569,4.661378,4.809723,-1.65609,5.887405,5.128531,6.361115,2.965966,10.460781,4.754376,5.890599,6.788269,6.72351,3.112503,4.129083,1.549012,7.104574,3.545105,6.345296,5.902658,4.384072,2.022433,4.370883,1.888056,5.936759,1.408733,6.3618735,3.037437,2.930512,2.767257,6.07421,2.545406,4.678285,4.334702,5.449364,5.851546,5.280107,3.206629,7.145125,4.710612,-0.757524,5.800313,3.089058,4.90957,1.456302,,4.106186,4.117989,4.446259,6.065092,-1.803141,3.522655,5.044318,3.998447,-3.682399,5.3197,6.000639,7.534938,,5.662382,3.687028,3.271445,1.605023,,-1.660197,2.479604,3.251913,2.413247,3.366183,4.634078000000001,-3.947236,4.719773,4.866247,4.041312,-2.333993,5.013423,6.049976,6.106714,5.849481,,4.778425,4.126391,-0.39945,2.199208,1.352566,8.271936,1.8373,3.345649,2.620455,5.068046,1.417853,,2.706521,2.709869,4.184765,4.889347,4.053313,2.6694895,4.03465,4.627629,2.665524,2.122055,3.518044,3.565846,5.896444,2.848458,1.325397,-1.295566,5.712805,2.784994,2.489081,3.190801,4.475004,3.064878,4.422265,6.201787,5.855077,2.854397,3.981209,8.305913,10.159944,10.213379
749715,0.485516,1.325828,2.601718,4.5909,,3.697679,3.697517,3.423882,1.497749,2.809594,3.697424,2.599067,2.598551,3.697679,2.802194,,-1.04944,3.192939,4.520808,,3.908386,2.846391,2.45205,1.858509,4.514627,4.809821,1.278514,1.887029,2.59835,-1.334055,-0.689441,1.017972,1.661258,-0.668509,,2.555658,1.058531,,0.357758,-1.301603,-0.309629,-1.146939,-0.262414,3.305569,4.43281,3.717115,4.208435,4.208342,3.177112,1.919953,3.716631,-3.82024,4.023256,2.890072,1.180857,0.077441,4.899949,,,3.183252,3.397642,-5.593059,1.217222,-0.051153,-0.089226,,4.786484,-3.60249,-1.191766,,,,3.59317,-2.655609,2.052351,3.915772,2.793651,4.901188,3.292214,4.015445,5.355616,-4.0819469999999995,-2.896285,,1.564056,0.807371,-4.136816,-5.194445,4.556349,2.628301,3.893083,4.660688,4.635239,4.324793,-3.915453,2.968649,,-0.800267,4.538056,-1.118987,1.996364,5.594799,1.919191,2.6173015,4.901652,-1.170692,2.599067,,5.149059,-0.607369,3.054273,4.462666,3.132507,3.626692,,4.556618,3.726164,4.794681,4.767954,3.3897725,4.397301,-0.449565,1.988764,2.599067,0.802047,3.765078,3.296901,0.22451,2.311472,3.321342,4.503121,3.463521,,4.614425,2.573056,1.100068,0.417774,2.818007,4.82407,3.575417,4.901652,-2.236209,4.655685,0.70109,3.697498,4.848928,3.157191,3.850818,4.539649,4.162993,4.901652,-0.819115,4.901652,-0.146507,4.647599,3.754305,-1.981389,3.867777,-3.624464,-1.622057,4.877326,3.773118,1.484049,0.188255,3.922888,4.205965,4.112207,2.596148,3.896183,1.095084,4.219796,2.703054,10.199838,0.566711,4.894122,4.901652,4.417219,0.3204,1.736533,0.036802,5.594799,0.875944,4.901652,4.526121,4.275397,0.653996,-0.852265,0.463488,4.6669,0.473657,4.6327929999999995,2.248526,1.99776,,4.60342,2.967965,4.215439,,1.552008,4.71063,4.124141,,3.139442,3.013077,-5.00832,4.463437,1.684141,4.901652,-1.15267,,-1.304377,4.363522,1.372159,3.657078,-2.869502,4.617207,4.227077,,-5.735672,3.816866,4.51327,4.413942,,3.428315,4.220402,4.110831,1.888784,,,0.402766,1.39553,1.867583,-1.815393,4.2477395,-5.514539,3.811568,2.519353,1.144986,-2.697729,0.452968,4.850676,4.885513,4.533772,,4.042185,1.818638,-1.483476,0.044015,0.488167,6.385662,0.321288,1.108737,-0.795139,,2.463685,,1.265964,2.025547,,,2.659877,1.0959320000000001,2.114585,4.88065,1.80787,2.201304,2.57317,3.312839,4.901505,0.235767,-4.121887,-1.028587,4.838719,-0.548863,1.361994,1.781575,3.255966,1.329743,4.179036,3.296045,1.666634,1.074726,1.691893,4.488906,10.199969,8.864914
749716,,,,5.746732,,,,,,,,,,,,,3.411159,4.867863,,3.482281,4.795336,2.911949,3.273623,2.951624,,,,2.55623,4.114449,,2.835808,,2.535929,,5.707882,2.15972,1.727627,0.851528,3.640655,,-3.584359,3.42938,3.944864,3.315268,3.679956,2.113821,,,,,,2.562245,5.198813,1.797051,3.199681,3.568757,,2.308034,3.717855,,,-3.786338,1.273296,,1.943053,2.024164,4.162201,,,4.747102,,,5.199591,1.057382,5.199446,4.301481,4.525638,4.211861,,3.566865,,-4.08896,1.244775,-1.683716,2.901959,,-4.574589,-3.141216,3.702537,2.236407,4.850876,5.197135,,,,,-2.639106,1.429343,4.520021,0.139337,2.712136,,4.394545,2.200092,5.191738,,,,3.628103,,,,4.362784,2.861725,1.898018,,,,,2.688589,3.588707,,3.236875,,3.288063,4.161505,,4.008721,5.197507,,,,2.137018,,2.665599,-1.84583,3.635881,4.474534,,,3.711983,3.095587,4.555194,4.900055,,5.05845,2.775457,,,,,,4.44429,-0.981294,5.700907,2.95418,1.768329,3.868329,-2.191684,-0.894636,,5.076682,2.993254,3.34685,-1.492619,2.598588,3.63379,2.890232,7.295889,,5.168532,,,,,,,3.103224,5.199591,4.097983,,5.347244,3.994216,5.002523,1.54255,1.874778,3.672895,,4.261175,-2.018225,4.446229,5.110353,,,4.087254,3.689408,5.105918,2.232586,4.629059,5.110576,3.928588,,6.13651,4.729447,-1.839323,2.026746,2.328321,,2.17096,3.959483,,4.555553,3.565869,3.933292,-1.928971,4.42983,,3.182599,,4.323356,3.635304,5.200109,4.667753,4.506444,2.439142,,2.203859,3.741077,-1.527506,-0.022768,1.045633,2.877612,,3.096178,-5.689006,3.067015,,0.872658,-1.142016,,,,,,3.96181,4.450295,-0.596778,2.472949,1.166453,4.936257,2.813035,,,3.492793,1.552342,3.453367,,,,,3.214628,2.9051,4.50597,3.317785,,,,3.352596,5.199591,3.227945,,-3.448347,3.978855,1.707899,4.236769,3.06733,5.195648,2.461744,2.5765,3.16363,2.258473,3.95626,,,,
749717,1.768912,2.548278,2.73731,4.109546,2.749552,2.425654,2.746629,2.862297,0.525778,4.12038,2.996147,2.306846,2.920944,4.573196,6.084237,5.870845,0.778454,5.264777,6.170128,4.381704,5.416537,5.967322,2.906062,3.396823,5.674832,3.427094,3.166977,3.159186,1.892193,2.281489,2.790316,5.36206,0.517195,5.077374,4.312658,2.065901,-0.460798,0.863795,3.890023,4.3898505,3.69998,3.400408,3.808842,4.196625,4.688475,4.696304,4.500551,5.501834,2.812842,3.342362,5.064174,1.755977,5.500938,5.928862,2.603941,3.728981,4.51688,,,3.545982,4.20288,-6.174874,4.502923,3.402566,2.116025,,5.737268,-0.934919,1.266476,,5.402638,2.445812,6.138774,-1.699764,2.887491,4.617532,4.500161,6.055244,2.023138,7.289952,5.07872,-2.0342425,0.031222,-2.764125,1.439804,1.219944,-1.994283,-3.2886185,5.490774,4.75366,6.361999,6.449048,2.415619,4.257891,-3.258046,4.200505,,3.634473,5.585916,-0.540553,4.330462,4.731656,1.622433,4.738409,5.988978,1.141104,3.599082,3.491509,5.57296,4.545446,3.551893,4.957043,5.443549,5.217012,4.366118,6.049766,5.770966,6.05561,5.837843,4.6680025,5.687187,1.448976,2.997146,2.47081,4.612542,-3.403895,4.582547,5.404941,5.906035,3.592698,5.056035,2.484498,,4.833227,3.786518,4.417063,4.781298,3.418082,3.564123,3.42422,6.420688,2.175999,4.559812,4.896906,2.813144,5.906965,6.167368,6.195995,5.724072,6.138598,5.536478,-1.019065,5.832408,3.039626,6.964622,5.741185,1.959477,5.550432,-2.227608,-1.890344,4.027346,6.161872,0.524764,4.741043,1.696315,6.823519,5.572103,-0.061889,5.40011,1.819306,4.563129,4.668567,10.270834,4.200698,5.690641,5.392596,5.344183,3.296963,4.689588,-0.054071,6.744569,3.953754,6.102277,6.432371,5.463189,3.371523,4.238907,2.483359,6.136998,2.957888,6.637188,5.999659,3.420592,0.247263,5.767473,4.515469,4.402586,5.608527,4.27671,6.051232,6.026888,0.602561,5.700743,5.029968,-3.052436,5.334885,1.663047,6.034843,2.610489,,0.357539,3.240209,4.21643,5.599421,-1.032886,6.046355,,4.851117,-4.612536,4.337627,5.778668,6.931063,,5.359997,5.091237,4.659765,3.161401,,-4.812119,0.327526,3.965098,3.947522,3.876409,6.112648999999999,-4.431507,5.669581,3.252049,5.269255,-2.845601,5.764346,5.161531,6.222606,5.708917,0.584615,3.682987,3.677124,-0.770017,3.677642,2.307446,8.253813,3.864114,1.567073,-0.148239,4.071376,5.099511,,1.752144,2.179616,4.721141,5.047485,5.056626,4.44754,4.512404,3.756369,2.947516,2.379702,3.344369,6.023051,5.552511,3.942789,-0.50341,-3.667469,6.116299,2.586296,1.312715,3.1669,5.678749,2.010319,5.902382,4.132837,2.682037,3.800083,3.854258,8.71535,11.528624,7.918566
