0
RCOR3
RBM15
ANGEL2
KLF1
PLXNA2
ZNF860
AVPI1
C19orf21
CMBL
PRRC2C
PHF21A
MIER1
FABP6
GABRB2
KRTAP6-1
GPT2
CYP26B1
SLC35F4
ZCCHC14
LCP2
SLC7A1
HNRNPU-AS1
ORMDL2
OST4
CEP170
Unnamed: 17712
USP1
TSEN15
OSBPL6
PDGFB
C4orf40
MMAA
USP24
PTGDR
FBXO6
GNB1L
LRRC40
NAV1
POP5
C11orf63
TMA16
HPGDS
ZNF236
ID3
DIP2B
FCGR2B
CRTAP
UTS2
GBA2
INTS6
PKD1
ETFA
TLCD1
DIO3OS
SIAH1
RPRD2
EPC2
CT62
LRIG2
MFSD2B
TMEM184C
MTMR4
ASB17
MAGOH
SLC30A6
GTPBP2
ALG3
RBM33
SH3GL2
HEATR3
GPHB5
SRSF11
RGS18
PTH2
NPC1
MST1
ARNTL
DCP1A
NUPL1
FASLG
MRPL43
GALNTL5
ANKRD13C
C14orf80
EML6
MYSM1
PTGIR
PRKAG1
NFYC
INPP5E
DNAJA4
SUGP2
MARCH3
FTSJ3
MOB2
CC2D1B
KIF21B
RFXANK
NISCH
ANGPT4
